"Men love in haste, but they detest at leisure.", Men
"Transport of the mails, transport of the human voice, transport of flickering pictures-in this century as in others our highest accomplishments still have the single aim of bringing men together.", Men
"We say nothing essential about the cathedral when we speak of its stones. We say nothing essential about Man when we seek to define him by the qualities of men.", Men
"Men and women are not born inconstant: they are made so by their early amorous experiences.", Men
"English culture is basically homosexual in the sense that the men only really care about other men.", Men
"As soon as the land of any country has all become private property, the landlords, like all other men, love to reap where they never sowed, and demand a rent even for its natural produce.", Men
"Money is the worst currency that ever grew among mankind. This sacks cities, this drives men from their homes, this teaches and corrupts the worthiest minds to turn base deeds.", Men
"If you have men who will only come if they know there is a good road, I don\'t want them. I want men who will come if there is no road at all.", Men
"The reason why men enter into society is the preservation of their property.", Men
"We ask to be recognized as men.", Men
"When men hear women want a commitment, they think it means commitment to a romantic relationship, but that\'s not it. It\'s a commitment to not floating around anymore. I want a guy who is entrenched in his own life. Entrenched is awesome.", Men
"When my young men began the killing, my heart was hurt.", Men
"The white men told lies for each other. They drove off a great many of our cattle. Some branded our young cattle so they could claim them.", Men
"We gave up some of our country to the white men, thinking that then we could have peace. We were mistaken. The white man would not let us alone.", Men
"One hundred religious persons knit into a unity by careful organizations do not constitute a church any more than eleven dead men make a football team. The first requisite is life, always.", Men
"Men freely believe that which they desire.", Men
"What I would say to the young men and women who are beset by hopelessness and doubt is that they should go and see what is being done on the ground to fight poverty, not like going to the zoo but to take action, to open their hearts and their consciences.", Men
"Men do not accept their prophets and slay them, but they love their martyrs and worship those whom they have tortured to death.", Men
"The woman who thinks she is intelligent demands equal rights with men. A woman who is intelligent does not.", Men
"Poetry is something to make us wiser and better, by continually revealing those types of beauty and truth, which God has set in all men\'s souls.", Men
"Men willingly believe what they wish.", Men
"But men are so full of greed today, they\'ll sell anything for a little piece of money.", Men
"Few rich men own their property; their property owns them.", Men
"What distinguishes the majority of men from the few is their ability to act according to their beliefs.", Men
"The latest research has revealed that women have a higher IQ than men.", Men
"Logical consequences are the scarecrows of fools and the beacons of wise men.", Men
"Love, it has been said, flows downward. The love of parents for their children has always been far more powerful than that of children for their parents; and who among the sons of men ever loved God with a thousandth part of the love which God has manifested to us?", Men
"There are certainly not so many men of large fortune in the world, as there are pretty women to deserve them.", Men
"If I err in belief that the souls of men are immortal, I gladly err, nor do I wish this error which gives me pleasure to be wrested from me while I live.", Men
"There is an element of seduction in shoes that doesn\'t exist for men. A woman can be sexy, charming, witty or shy with her shoes.", Men
"Moral habits, induced by public practices, are far quicker in making their way into men\'s private lives, than the failings and faults of individuals are in infecting the city at large.", Men
"One thing above all gives charm to men\'s thoughts, and this is unrest. A mind that is not uneasy irritates and bores me.", Men
"A wise man should so write (though in words understood by all men) that wise men only should be able to commend him.", Men
"Men aren\'t the way they are because they want to drive women crazy; they\'ve been trained to be that way for thousands of years. And that training makes it very difficult for men to be intimate.", Men
"The tragedy of life and of the world is not that men do not know God; the tragedy is that, knowing Him, they still insist on going their own way.", Men
"Our people could not talk with these white-faced men, but they used signs which all people understand.", Men
"I saw clearly that war was upon us when I learned that my young men had been secretly buying ammunition.", Men
"I would have given my own life if I could have undone the killing of white men by my people.", Men
"Politics is the diversion of trivial men who, when they succeed at it, become important in the eyes of more trivial men.", Men
"You have to be very fond of men. Very, very fond. You have to be very fond of them to love them. Otherwise they\'re simply unbearable.", Men
"We gain nothing by being with such as ourselves. We encourage one another in mediocrity. I am always longing to be with men more excellent than myself.", Men
"Civilized men are more discourteous than savages because they know they can be impolite without having their skulls split, as a general thing.", Men
"Such are the heights of wickedness to which men are driven by religion.", Men
"As long as man continues to be the ruthless destroyer of lower living beings he will never know health or peace. For as long as men massacre animals, they will kill each other.", Men
"The \'morality of compromise\' sounds contradictory. Compromise is usually a sign of weakness, or an admission of defeat. Strong men don\'t compromise, it is said, and principles should never be compromised.", Men
"And remember, where you have a concentration of power in a few hands, all too frequently men with the mentality of gangsters get control. History has proven that.", Men
"What affects men sharply about a foreign nation is not so much finding or not finding familiar things; it is rather not finding them in the familiar place.", Men
"The tragedy of modern war is that the young men die fighting each other - instead of their real enemies back home in the capitals.", Men
"Modesty and unselfishness - these are the virtues which men praise - and pass by.", Men
"You know when you\'re young and you see a play in high school, and the guys all have gray in their hair and they\'re trying to be old men and they have no idea what that\'s like? It\'s just that stupid the other way around.", Men
"I have known war as few men now living know it. It\'s very destructiveness on both friend and foe has rendered it useless as a means of settling international disputes.", Men
"We did not know there were other people besides the Indian until about one hundred winters ago, when some men with white faces came to our country.", Men
"The only use of an obstacle is to be overcome. All that an obstacle does with brave men is, not to frighten them, but to challenge them.", Men
"Men are mortal. So are ideas. An idea needs propagation as much as a plant needs watering. Otherwise both will wither and die.", Men
"On one issue at least, men and women agree; they both distrust women.", Men
"If men cease to believe that they will one day become gods then they will surely become worms.", Men
"Men who never get carried away should be.", Men
"Is it not rather what we expect in men, that they should have numerous strands of experience lying side by side and never compare them with each other?", Men
"There are 10 men in me and I do not know or understand one of them.", Men
"In Greece wise men speak and fools decide.", Men
"When women are depressed, they eat or go shopping. Men invade another country. It\'s a whole different way of thinking.", Men
"Wine hath drowned more men than the sea.", Men
"Moderation has been called a virtue to limit the ambition of great men, and to console undistinguished people for their want of fortune and their lack of merit.", Men
"Rules are for the obedience of fools and the guidance of wise men.", Men
"If men had to have babies, they would only ever have one each.", Men
"Whenever ideas fail, men invent words.", Men
"Stronger by weakness, wiser men become.", Men
"No nice men are good at getting taxis.", Men
"For most men life is a search for the proper manila envelope in which to get themselves filed.", Men
"That common cold of the male psyche, fear of commitment.", Men
"We the people are the rightful masters of both Congress and the courts, not to overthrow the Constitution but to overthrow the men who pervert the Constitution.", Men
"Wise men speak because they have something to say; Fools because they have to say something.", Men
"Rarely do we find men who willingly engage in hard, solid thinking. There is an almost universal quest for easy answers and half-baked solutions. Nothing pains some people more than having to think.", Men
"People sleep peaceably in their beds at night only because rough men stand ready to do violence on their behalf.", Men
"Force always attracts men of low morality.", Men
"I do not believe in a fate that falls on men however they act; but I do believe in a fate that falls on them unless they act.", Men
"We have guided missiles and misguided men.", Men
"To sin by silence when they should protest makes cowards of men.", Men
"When the power of love overcomes the love of power the world will know peace.", Peace
"An eye for an eye only ends up making the whole world blind.", Peace
"If we have no peace, it is because we have forgotten that we belong to each other.", Peace
"Those who make peaceful revolution impossible will make violent revolution inevitable.", Peace
"Peace cannot be achieved through violence, it can only be attained through understanding.", Peace
"If you want to make peace with your enemy, you have to work with your enemy. Then he becomes your partner.", Peace
"It isn\'t enough to talk about peace. One must believe in it. And it isn\'t enough to believe in it. One must work at it.", Peace
"A peace is of the nature of a conquest; for then both parties nobly are subdued, and neither party loser.", Peace
"I believe in the religion of Islam. I believe in Allah and peace.", Peace
"Nobody can bring you peace but yourself.", Peace
"Peace and friendship with all mankind is our wisest policy, and I wish we may be permitted to pursue it.", Peace
"The most valuable possession you can own is an open heart. The most powerful weapon you can be is an instrument of peace.", Peace
"A people free to choose will always choose peace.", Peace
"He that would live in peace and at ease must not speak all he knows or all he sees.", Peace
"It is an unfortunate fact that we can secure peace only by preparing for war.", Peace
"Peace is a journey of a thousand miles and it must be taken one step at a time.", Peace
"Nonviolence is the first article of my faith. It is also the last article of my creed.", Peace
"Peace is its own reward.", Peace
"Even peace may be purchased at too high a price.", Peace
"The real and lasting victories are those of peace, and not of war.", Peace
"We make war that we may live in peace.", Peace
"I dream of an Africa which is in peace with itself.", Peace
"Peace cannot be kept by force; it can only be achieved by understanding.", Peace
"Better than a thousand hollow words, is one word that brings peace.", Peace
"If there must be trouble, let it be in my day, that my child may have peace.", Peace
"God cannot give us a happiness and peace apart from Himself, because it is not there. There is no such thing.", Peace
"Peace is not merely a distant goal that we seek, but a means by which we arrive at that goal.", Peace
"We can never obtain peace in the outer world until we make peace with ourselves.", Peace
"Peace comes from within. Do not seek it without.", Peace
"Those who are free of resentful thoughts surely find peace.", Peace
"Where ignorance is our master, there is no possibility of real peace.", Peace
"For every minute you remain angry, you give up sixty seconds of peace of mind.", Peace
"The greatest destroyer of peace is abortion because if a mother can kill her own child, what is left for me to kill you and you to kill me? There is nothing between.", Peace
"Let us more and more insist on raising funds of love, of kindness, of understanding, of peace. Money will come if we seek first the Kingdom of God - the rest will be given.", Peace
"Avoid popularity if you would have peace.", Peace
"If someone thinks that love and peace is a cliche that must have been left behind in the Sixties, that\'s his problem. Love and peace are eternal.", Peace
"If everyone demanded peace instead of another television set, then there\'d be peace.", Peace
"Each one has to find his peace from within. And peace to be real must be unaffected by outside circumstances.", Peace
"Be at war with your vices, at peace with your neighbors, and let every new year find you a better man.", Peace
"Those who can win a war well can rarely make a good peace and those who could make a good peace would never have won the war.", Peace
"Peace, commerce and honest friendship with all nations; entangling alliances with none.", Peace
"For behind all imperialism is ultimately the imperialistic individual, just as behind all peace is ultimately the peaceful individual.", Peace
"To attain inner peace you must actually give your life, not just your possessions. When you at last give your life - bringing into alignment your beliefs and the way you live then, and only then, can you begin to find inner peace.", Peace
"The forces that are driving mankind toward unity and peace are deep-seated and powerful. They are material and natural, as well as moral and intellectual.", Peace
"I declare that I will establish peace in this world.", Peace
"I don\'t know whether war is an interlude during peace, or peace an interlude during war.", Peace
"Of one thing I am certain, the body is not the measure of healing, peace is the measure.", Peace
"The quest for peace begins in the home, in the school and in the workplace.", Peace
"Peace hath higher tests of manhood, than battle ever knew.", Peace
"Yes, we love peace, but we are not willing to take wounds for it, as we are for war.", Peace
"The only important thing I have to say is that my father never fought against his country.", Peace
"I happen to dig being able to use whatever mystique I have to further the idea of peace.", Peace
"Peace is the first thing the angels sang.", Peace
"Peace is when time doesn\'t matter as it passes by.", Peace
"It has become impossible to give up the enterprise of disarmament without abandoning the whole great adventure of building up a collective peace system.", Peace
"Power to the peaceful!", Peace
"You don\'t have to have fought in a war to love peace.", Peace
"The Dove, on silver pinions, winged her peaceful way.", Peace
"The business of peace requires more than showing up with paint brushes, foodstuffs and an oil pipeline or two.", Peace
"This enemy of peace in the world today is unlike any we have seen in the past, and our military is learning from, and building on, previous successes while carrying peace and freedom into the future.", Peace
"One is called to live nonviolently, even if the change one works for seems impossible.", Peace
"Peace has to be created, in order to be maintained. It will never be achieved by passivity and quietism.", Peace
"We want to take good tidings home to our people, that they may sleep in peace.", Peace
"One cannot subdue a man by holding back his hands. Lasting peace comes not from force.", Peace
"Do not overrate what you have received, nor envy others. He who envies others does not obtain peace of mind.", Peace
"I think that people want peace so much that one of these days government had better get out of their way and let them have it.", Peace
"Let there be work, bread, water and salt for all.", Peace
"Dear God, Please send to me the spirit of Your peace. Then send, dear Lord, the spirit of peace from me to all the world. Amen.", Peace
"Those who are at war with others are not at peace with themselves.", Peace
"I\'m concentrating on staying healthy, having peace, being happy, remembering what is important, taking in nature and animals, spending time reading, trying to understand the universe, where science and the spiritual meet.", Peace
"I can promise you that women working together - linked, informed and educated - can bring peace and prosperity to this forsaken planet.", Peace
"Peace is not only better than war, but infinitely more arduous.", Peace
"Every goal, every action, every thought, every feeling one experiences, whether it be consciously or unconsciously known, is an attempt to increase one\'s level of peace of mind.", Peace
"You will find peace not by trying to escape your problems, but by confronting them courageously. You will find peace not in denial, but in victory.", Peace
"If they want peace, nations should avoid the pin-pricks that precede cannon shots.", Peace
"One does not need buildings, money, power, or status to practice the Art of Peace. Heaven is right where you are standing, and that is the place to train.", Peace
"War will never cease until babies begin to come into the world with larger cerebrums and smaller adrenal glands.", Peace
"Peace is not an absence of war, it is a virtue, a state of mind, a disposition for benevolence, confidence, justice.", Peace
"It is madness for sheep to talk peace with a wolf.", Peace
"Peace and justice are two sides of the same coin.", Peace
"It is easier to lead men to combat, stirring up their passion, than to restrain them and direct them toward the patient labors of peace.", Peace
"I think it\'s naive to pray for world peace if we\'re not going to change the form in which we live.", Peace
"Peace is liberty in tranquillity.", Peace
"The simplification of life is one of the steps to inner peace. A persistent simplification will create an inner and outer well-being that places harmony in one\'s life.", Peace
"Peace is rarely denied to the peaceful.", Peace
"The pursuit of peace and progress cannot end in a few years in either victory or defeat. The pursuit of peace and progress, with its trials and its errors, its successes and its setbacks, can never be relaxed and never abandoned.", Peace
"People always make war when they say they love peace.", Peace
"Complete peace equally reigns between two mental waves.", Peace
"I have often supported Israel, I have often visited the country and want the country to exist and at last find peace with its neighbours.", Peace
"My actions to promote peace, the mediation missions which I carried out during many conflicts, which very often occurred between brothers of the same country, are not driven by any ulterior motives or any calculations based on personal ambitions.", Peace
"It is the hope of the European Union that Ariel Sharon will keep the peace process alive and continue the dialogue according to the wishes of all the parties involved.", Peace
"If a nation wants to live in peace with its neighbors, it doesn\'t keep rattling the saber at them.", Peace
"Churchill knew the importance of peace, and he also knew the price of it. Churchill finally got his voice, of course. He stressed strategy, but it was his voice that armed England at last with the old-fashioned moral concepts of honor and duty, justice and mercy.", Peace
"Hamas, the opponents of Arafat, the opponents of peace, urged a boycott of the election, and yet there was an 85 percent turnout where Hamas is supposed to be strong. Isn\'t that really quite incredible?", Peace
"Through the years I have received my share of recognition for efforts in the fields of sports, the arts, the struggle for full citizenship for the Negro people, labor\'s rights and the fight for peace.", Peace
"Water is always a support or a healing thing apart from, you know, love or peace of mind.", Peace
"You may gain temporary appeasement by a policy of concession to violence, but you do not gain lasting peace that way.", Peace
"I have many times asked myself whether there can be more potent advocates of peace upon earth through the years to come than this massed multitude of silent witnesses to the desolation of war.", Peace
"May there always be peace, love and happiness in every house.", Peace
"As a first step there must be an offer to achieve equality of rights in disarmament by abolishing the weapons forbidden to the Central Powers by the Peace Treaties.", Peace
"He would see civilization in danger of perishing under the oppression of a gigantic paradox: he would see multitudes of people starving in the midst of plenty, and nations preparing for war although pledged to peace.", Peace
"It is because I believe that it is in the power of such nations to lead the world back into the paths of peace that I propose to devote myself to explaining what, in my opinion, can and should be done to banish the fear of war that hangs so heavily over the world.", Peace
"Peace cannot come from punishing the Palestinian people.", Peace
"The question is, what are we to do in order to consolidate peace on a universal and durable foundation, and what are the essential elements of such a peace?", Peace
"Those nations have a very great responsibility at this juncture of the world\'s affairs, for by throwing their joint weight into the scales of history on the right side, they may tip the balance decisively in favour of peace.", Peace
"War as Napoleon knew it just not possible any more. However, we\'re very unlikely to accept or recognize \'world peace\' even when we get it.", Peace
"It is not to be disguised, that a war has broken out between the North and the South. - Political and commercial men are industriously striving to restore peace: but the peace, which they would effect, is superficial, false, and temporary.", Peace
"I wish the Peace Corps and its volunteers continued success and perseverance. We are grateful for their contributions to society and dedication to providing assistance where it is needed. May the Peace Corps continue its legacy of service, both at home and abroad.", Peace
"Since creation of the E.U. a half century ago, Europe has enjoyed the longest period of peace in its history.", Peace
"The European Union is the world\'s most successful invention for advancing peace.", Peace
"Waging war we understand, but not waging peace, or at any rate less consciously so.", Peace
"Though public pronouncements of Israeli officials emphasize peace and mutuality, unilateralism actually drives Israeli actions.", Peace
"I go gladly to my wife and boy, and I leave this world at peace with every one in it and at peace with God.", Peace
"We cannot have peace if we are only concerned with peace. War is not an accident. It is the logical outcome of a certain way of life. If we want to attack war, we have to attack that way of life.", Peace
"The object of government in peace and in war is not the glory of rulers or of races, but the happiness of common man.", Peace
"Class struggle: external peace, international solidarity, peace among peoples. This is the sacred slogan of international socialist democracy that liberates nations.", Peace
"The methods of peace propaganda which aim at establishing peace doctrine by argument and by creating a feeling favorable to peace in general seem to fall short of reaching the springs of human action and of dealing with the causes of the conduct which they seek to modify.", Peace
"When a peace agreement is concluded between the Lebanese government and Israel, we would surely disagree with the Lebanese government about that, but we would not make any turmoil out of it.", Peace
"The point of departure of the process to which we wish to contribute is the fact that war is the natural reaction of human nature in the savage state, while peace is the result of acquired characteristics.", Peace
"We want peace and a political solution to the situation in Chechnya.", Peace
"There is so much of good in human nature that men grow to like each other upon better acquaintance, and this points to another way in which we may strive to promote the peace of the world.", Peace
"I think that it\'s always appropriate for Americans and for American foreign policy to make clear why we feel that self-government is most compatible with peace, the well-being of people, and human dignity.", Peace
"The central premise behind Oslo was that if Arafat were given enough legitimacy, territory, weapons and money, he would use his power to fight terror and make peace with Israel.", Peace
"Unfortunately, little attention was paid to how Arafat ruled. In fact, some saw the harsh and repressive nature of Arafat\'s regime as actually bolstering the prospects for peace.", Peace
"Only weeks after Oslo began, when nearly all the world and most of Israel was drunk with the idea of peace, I argued that a Palestinian society not constrained by democratic norms would be a fear society that would pose a grave threat to Israel.", Peace
"On the other hand, if the free world is concerned with how a new Palestinian leader governs, then the peace process will have a real chance to succeed.", Peace
"By focusing once and for all on helping the Palestinians build a free society, I have no doubt that an historic compromise between Israelis and Palestinians can be reached and that peace can prevail.", Peace
"Arafat rejected the deal because, as a dictator who had directed all his energies toward strengthening the Palestinians hatred toward Israel, Arafat could not afford to make peace.", Peace
"To understand why dictators have a problem with making peace - or at least a genuine peace - the link between the nature of a regime and its external behavior must be understood.", Peace
"The great armies, accumulated to provide security and preserve the peace, carried the nations to war by their own weight.", Peace
"To survive in peace and harmony, united and strong, we must have one people, one nation, one flag.", Peace
"The Peace Corps is an outstanding organization that promotes peace through helping countless individuals who want to help build a better life for the community in which they serve.", Peace
"The so-called peace path is not peace and it is not a substitute for jihad and resistance.", Peace
"They want to derail peace because they want to plunge Northern Ireland back into armed conflict.", Peace
"Mankind will never win lasting peace so long as men use their full resources only in tasks of war. While we are yet at peace, let us mobilize the potentialities, particularly the moral and spiritual potentialities, which we usually reserve for war.", Peace
"A peace deal requires agreements, and you don\'t make agreements with your friends, you make agreements with your enemies.", Peace
"United Nations peacekeepers are going all over the world spreading AIDS even while they\'re trying to bring peace. What a supreme irony.", Peace
"Smoke the pipe of peace, bury the tomahawk, and become one nation.", Peace
"I find myself more at peace when I live in Europe.", Peace
"True, permanent peace can never be restored, until slavery, the occasion of the war, has ceased.", Peace
"Peace is a conscious choice.", Peace
"Beyond peace, there is no longer any existence possible.", Peace
"We all want peace. Unfortunately, there are times when peace must be defended by fighting terror and tyranny.", Peace
"The first thing I see is the obligation to serve peace.", Peace
"I am running for President of the United States to enable the Goddess of Peace to encircle within her arms all the children of this country and all the children of the world.", Peace
"The time has come - and must come - for multilateral conversations about a secure peace in all of Europe.", Peace
"We tried war, we tried aggression, we tried intervention. None of it works. Why don\'t we try peace, as a science of human relations, not as some vague notion - as everyday work.", Peace
"The old interests of aristocracy - the romance of action, the exalted passions of chivalry and war - faded into the background, and their place was taken by the refined and intimate pursuits of peace and civilization.", Peace
"In moderating, not satisfying desires, lies peace.", Peace
"I love Christmas. Frosty the Snowman, peace on Earth and mangers, Salvation Army bell ringers and reindeer, the movie \'Meet Me in St. Louis,\' office parties and cookies.", Peace
"There is an immutable conflict at work in life and in business, a constant battle between peace and chaos. Neither can be mastered, but both can be influenced. How you go about that is the key to success.", Peace
"Bring love and peace and happiness and beautiful lives into the world in my honor. Thank you. Love you.", Peace
"Looking back, there is nothing wrong with that peace, love and equality that the hippies espoused. In many ways, we have regressed because they were into organic food, back to nature, make love not war, be good to all men, share and share alike - which is what many are talking about now.", Peace
"I have to keep reminding myself: If you give your life to God, he doesn\'t promise you happiness and that everything will go well. But he does promise you peace. You can have peace and joy, even in bad circumstances.", Peace
"And I have lived since - as you have - in a period of cold war, during which we have ensured by our achievements in the science and technology of destruction that a third act in this tragedy of war will result in the peace of extinction.", Peace
"As for the promotion of peace congresses we have had our meetings and assemblies, but the promotion through them of the determined and effective will to peace displaying itself in action and policy remains to be achieved.", Peace
"I cannot think of anything more difficult than to say something which would be worthy of this impressive and, for me, memorable occasion, and of the ideals and purposes which inspired the Nobel Peace Award.", Peace
"It would be especially tragic if the people who most cherish ideals of peace, who are most anxious for political cooperation on a wider than national scale, made the mistake of underestimating the pace of economic change in our modern world.", Peace
"True there has been more talk of peace since 1945 than, I should think, at any other time in history. At least we hear more and read more about it because man\'s words, for good or ill, can now so easily reach the millions.", Peace
"I believe that through knowledge and discipline, financial peace is possible for all of us.", Peace
"You cannot make peace with terrorists. The normal dividing lines between war and peace do not apply.", Peace
"Rwanda was considered a second-class operation; because it was a small country, we had been able to maintain a kind of status quo. They were negotiating, they\'d accepted the new peace project, so we were under the impression that everything would be solved easily.", Peace
"A desire arises in the mind. It is satisfied immediately another comes. In the interval which separates two desires a perfect calm reigns in the mind. It is at this moment freed from all thought, love or hate. Complete peace equally reigns between two mental waves.", Peace
"The United States contributes to peace in both by serving as a buffer between and among regional powers that, while not preparing for armed conflict, do not fully trust one another.", Peace
"Certainly, protecting oppressed people, stopping ethnic conflict and promoting responsible governance are worthy goals. But none is as important for American security and prosperity as keeping the peace in the Middle East, Europe and East Asia.", Peace
"Peace enforcement is a much more difficult kind of operation than peacekeeping.", Peace
"The Nobel Prize is an honor unique in the world in having found its way into the hearts and minds of simple people everywhere. It casts a light of peace and reason upon us all; and for that I am especially grateful.", Peace
"So to hope to be able to have peace, to be able to have justice and environmental balance, are consequences of our behavior, not just our intentions.", Peace
"In particular, the efforts to reestablish peace after the World War have been directed toward the formation of states and the regulation of their frontiers according to a consciously national program.", Peace
"For capitalism, war and peace are business and nothing but business.", Peace
"We need new partnerships in fighting terrorism and building peace.", Peace
"We need new partnerships for peace and security.", Peace
"It\'s to be a person who\'s able to shoot little arrows into sacred cows and knock politicians off their pedestals, to look out for hypocrisy, advocate for all sorts of things from social justice to peace.", Peace
"There are better ways we can transform this virulent hatred - by living our ideals, the Peace Corps, exchange students, teachers, exporting our music, poetry, blue jeans.", Peace
"Let us face it, the U.N. has failed. It has failed in its mission to promote world peace.", Peace
"Blessed be God that Thou hast filled the soul of Thy servant with joy and peace in believing.", Peace
"Give peace a chance.", Peace
"I believe however that peace is attainable regardless of the Arabs mentality, society or government.", Peace
"Well, I think by any expectation South Africa has come a tremendously long way. We\'ve seen a society that many people thought couldn\'t withstand a peaceful transition to democracy without a great deal of violence, in fact, make that transition and do it in relative peace and security.", Peace
"No Arab ruler will consider the peace process seriously so long as he is able to toy with the idea of achieving more by the way of violence.", Peace
"The struggle to get weapons is continuous, but the United States will aid us, if it finds Israel displaying a willingness for peace.", Peace
"It is not uncommon in modern times to see governments straining every nerve to keep the peace, and the people whom they represent, with patriotic enthusiasm and resentment over real or fancied wrongs, urging them forward to war.", Peace
"We must think differently, look at things in a different way. Peace requires a world of new concepts, new definitions.", Peace
"Nothing is more important in the preservation of peace than to secure among the great mass of the people living under constitutional government a just conception of the rights which their nation has against others and of the duties their nation owes to others.", Peace
"The limitation upon this mode of promoting peace lies in the fact that it consists in an appeal to the civilized side of man, while war is the product of forces proceeding from man\'s original savage nature.", Peace
"Our peace shall stand as firm as rocky mountains.", Peace
"Peace is a daily, a weekly, a monthly process, gradually changing opinions, slowly eroding old barriers, quietly building new structures.", Peace
"I do not want the peace which passeth understanding, I want the understanding which bringeth peace.", Peace
"The game is my wife. It demands loyalty and responsibility, and it gives me back fulfillment and peace.", Peace
"Peace is not absence of conflict, it is the ability to handle conflict by peaceful means.", Peace
"All we are saying is give peace a chance.", Peace
"Peace and abstinence from European interferences are our objects, and so will continue while the present order of things in America remain uninterrupted.", Peace
"I\'m not claiming divinity. I\'ve never claimed purity of soul. I\'ve never claimed to have the answers to life. I only put out songs and answer questions as honestly as I can... But I still believe in peace, love and understanding.", Peace
"You either get tired fighting for peace, or you die.", Peace
"When you can whip any man in the world, you never know peace.", Peace
"Guilt for being rich, and guilt thinking that perhaps love and peace isn\'t enough and you have to go and get shot or something.", Peace
"A man is relieved and gay when he has put his heart into his work and done his best; but what he has said or done otherwise shall give him no peace.", Peace
"One can not reflect in streaming water. Only those who know internal peace can give it to others.", Peace
"When you make your peace with authority, you become authority.", Peace
"It is a curious sensation: the sort of pain that goes mercifully beyond our powers of feeling. When your heart is broken, your boats are burned: nothing matters any more. It is the end of happiness and the beginning of peace.", Peace
"I prefer peace. But if trouble must come, let it come in my time, so that my children can live in peace.", Peace
"Parents are not interested in justice, they\'re interested in peace and quiet.", Peace
"Courageous people do not fear forgiving, for the sake of peace.", Peace
"There are many things that are essential to arriving at true peace of mind, and one of the most important is faith, which cannot be acquired without prayer.", Peace
"Is life so dear or peace so sweet as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take, but as for me, give me liberty, or give me death!", Peace
"Give a child love, laughter and peace, not AIDS.", Peace
"Intervention only works when the people concerned seem to be keen for peace.", Peace
"I am at peace with God. My conflict is with Man.", Peace
"Wars are, of course, as a rule to be avoided; but they are far better than certain kinds of peace.", Peace
"Whatever we are waiting for - peace of mind, contentment, grace, the inner awareness of simple abundance - it will surely come to us, but only when we are ready to receive it with an open and grateful heart.", Peace
"Never be in a hurry; do everything quietly and in a calm spirit. Do not lose your inner peace for anything whatsoever, even if your whole world seems upset.", Peace
"While you are proclaiming peace with your lips, be careful to have it even more fully in your heart.", Peace
"Success is peace of mind, which is a direct result of self-satisfaction in knowing you made the effort to become the best of which you are capable.", Peace
"Lord, make me an instrument of thy peace. Where there is hatred, let me sow love.", Peace
"There will be no lasting peace either in the heart of individuals or in social customs until death is outlawed.", Peace
"We are not at peace with others because we are not at peace with ourselves, and we are not at peace with ourselves because we are not at peace with God.", Peace
"If there is to be any peace it will come through being, not having.", Peace
"I\'m not aiming for the Nobel Peace Prize!", Peace
"But since independence, Gabon is one of the few countries in Central Africa that enjoys peace and stability.", Peace
"When the principles that run against your deepest convictions begin to win the day, then the battle is your calling, and peace has become sin. You must at the price of dearest peace lay your convictions bare before friend and enemy with all the fire of your faith.", Peace
"They say in the grave there is peace, and peace and the grave are one and the same.", Peace
"Peace to the shacks! War on the palaces!", Peace
"Peace was declared, but not all of us were drunk with joy or stricken blind.", Peace
"Mr. Speaker, I rise today to recognize the Peace Corps as it reached its 45th anniversary on March 1, 2006.", Peace
"In addition to serving overseas, the Peace Corps\' Crisis Corps Volunteers have helped their fellow Americans.", Peace
"But take comfort in that I die at peace with the world and myself - not afraid.", Peace
"You are not going to get peace with millions of armed men. The chariot of peace cannot advance over a road littered with cannon.", Peace
"To many men... the miasma of peace seems more suffocating than the bracing air of war.", Peace
"In a tribal organization, even in time of peace, service to tribe or state predominates over all self seeking; in war, service for the tribe or state becomes supreme, and personal liberty is suspended.", Peace
"You may call for peace as loudly as you wish, but where there is no brotherhood there can in the end be no peace.", Peace
"The Israeli people must be free to live in peace and security.", Peace
"Peace comes through dealing with people. Peace doesn\'t come at the end of a bayonet or the end of a gun.", Peace
"The law of nations is naturally founded on this principle, that different nations ought in time of peace to do one another all the good they can, and in time of war as little injury as possible, without prejudicing their real interests.", Peace
"Getting rid of Bin Laden is good for the cause of peace worldwide but what counts is to overcome the discourse and the methods - the violent methods - that were created and encouraged by Bin Laden and others in the world.", Peace
"Such problems are not solved in one day but there is a great step toward peace and security in the region.", Peace
"I\'m at peace with myself because what I talk about is the way I live.", Peace
"We as the Afghan people and government are willing to help Pakistan work for peace in Afghanistan and work for peace in Pakistan, together.", Peace
"Our civilization is now in the transition stage between the age of warring empires and a new age of world unity and peace.", Peace
"My point was that removing Saddam should not have been our highest priority. Fighting terrorism should have been our number one concern, followed by the Palestinian peace process.", Peace
"China and the United States have major influence in international affairs and shoulder important responsibilities in upholding world peace and promoting common development.", Peace
"My third appeal is to my fellow citizens in all countries: Help us to establish lasting peace in the world.", Peace
"Life can only be understood backwards; but it must be lived forwards.", Experience
"The only source of knowledge is experience.", Experience
"Experience: that most brutal of teachers. But you learn, my God do you learn.", Experience
"Experience is simply the name we give our mistakes.", Experience
"A man who carries a cat by the tail learns something he can learn in no other way.", Experience
"It has been my experience that folks who have no vices have very few virtues.", Experience
"We are not human beings having a spiritual experience. We are spiritual beings having a human experience.", Experience
"Experience is one thing you can\'t get for nothing.", Experience
"People grow through experience if they meet life honestly and courageously. This is how character is built.", Experience
"A mind that is stretched by a new experience can never go back to its old dimensions.", Experience
